774822/name/0	King Ludwig Beerhall
7680020/address/0	1/F, No.32-34 Lock Road, Tsim Sha Tsui
7680020/cuisine/0	Japanese
7680020/cuisine/1	Asian
7680020/dietary_restrictions/0	None
7680020/location/0	Hong Kong Island
7682737/name/0	El Charro
7682737/address/0	100 Cyberport Rd. Shop 208, The Arcade, Pok Fu Lam
7682737/cuisine/0	Mexican
7682737/cuisine/1	Latin
7682737/dietary_restrictions/0	Vegetarian Friendly
7682737/location/0	Pok Fu Lam
7682737/location/1	Hong Kong Island
7682737/location/2	Southern District
7688545/name/0	Nanbantei
7688545/address/0	6/F, Henry House, No.42 Yun Ping Road, Causeway Bay
7688545/cuisine/0	Japanese
7688545/cuisine/1	Asian
7688545/dietary_restrictions/0	None
7688545/location/0	Wan Chai / Causeway Bay
7688545/location/1	Hong Kong Island
7688603/name/0	Lan Fong Yuen
7688603/address/0	Shop 26, LG, Chung King Mansion Woodhouse, No.36-44 Nathan Road, Tsim Sha Tsui Nathan Road, Tsim Sha Tsui
7688603/cuisine/0	Chinese
7688603/cuisine/1	Asian
7688603/dietary_restrictions/0	None
7688603/location/0	Tsim Sha Tsui
7688603/location/1	Kowloon
7688603/location/2	Yau Tsim Mong District
7693632/name/0	China Club
7693632/address/0	13-14/F, Old Bank of China Building, Bank Street Central
7693632/cuisine/0	Chinese
7693632/cuisine/1	Asian
7693632/dietary_restrictions/0	Vegetarian Friendly
7693632/dietary_restrictions/1	Vegan Options
7693632/location/0	Central
7693632/location/1	Central District
7693632/location/2	Hong Kong Island
7707145/name/0	Boomshack
7707145/address/0	Shop B, G/F, Wo On Building, No.8-12 Wo On Lane, Central
7707145/cuisine/0	Bar
7707145/cuisine/1	Mexican
7707145/cuisine/2	American
7707145/cuisine/3	Southwestern
7707145/cuisine/4	Fast Food
7707145/cuisine/5	Asian
7707145/cuisine/6	Pub
7707145/dietary_restrictions/0	Vegetarian Friendly
7707145/location/0	Central
7707145/location/1	Central District
7707145/location/2	Hong Kong Island
7733347/name/0	Kokomi
7733347/address/0	Shop 002, LG1, Pacific Place , No.88 Queensway, Admiralty
7733347/cuisine/0	Japanese
7733347/cuisine/1	Sushi
7733347/cuisine/2	Asian
7733347/dietary_restrictions/0	Vegetarian Friendly
7733347/location/0	Hong Kong Island
7733347/location/1	Tai Fat Hau
7733485/name/0	Sangeetha Vegetarian Restaurant Hong Kong
7733485/address/0	Shop No.1-5&31, Upper Ground Floor, Wing On Plaza, No.62 Mody Road, Tsim Sha Tsui
7733485/cuisine/0	Indian
7733485/cuisine/1	Asian
7733485/dietary_restrictions/0	Vegetarian Friendly
7733485/dietary_restrictions/1	Vegan Options
7733485/dietary_restrictions/2	Gluten Free Options
7733485/location/0	Tsim Sha Tsui
7733485/location/1	Kowloon
7733485/location/2	Yau Tsim Mong District
7808125/name/0	White Beard Fish n Chips
7808125/address/0	Pier 7, G/F, Central Piers, Central
7808125/cuisine/0	Seafood
7808125/cuisine/1	Fast Food
7808125/cuisine/2	British
7808125/dietary_restrictions/0	None
7808125/location/0	Central
7808125/location/1	Central District
7808125/location/2	Hong Kong Island
7808139/name/0	Braza Churrascaria Brazilian Steakhouse
7808139/address/0	3/F, Grand Progress Building, No.15-16 Lan Kwai Fong, Central
7808139/cuisine/0	Steakhouse
7808139/cuisine/1	Brazilian
7808139/cuisine/2	Barbecue
7808139/cuisine/3	South American
7808139/dietary_restrictions/0	Gluten Free Options
7808139/location/0	Central
7808139/location/1	Central District
7808139/location/2	Hong Kong Island
7808287/name/0	La Paloma
7808287/address/0	No. 189 Queen's Road West, Sai Ying Pun First Floor
7808287/cuisine/0	Mediterranean
7808287/cuisine/1	European
7808287/cuisine/2	Spanish
7808287/dietary_restrictions/0	Vegetarian Friendly
7808287/dietary_restrictions/1	Gluten Free Options
7808287/location/0	Western (Sai Wan)
7808287/location/1	Hong Kong Island
7808287/location/2	Sai Ying Pun
7808287/location/3	Western District
7808824/name/0	Wheatfield Kitchen
7808824/address/0	No. 13-15 Pennington Street 2/F, Hotel Pennington
7808824/cuisine/0	Russian
7808824/dietary_restrictions/0	None
7808824/location/0	Wan Chai / Causeway Bay
7808824/location/1	Hong Kong Island
7812371/name/0	Cali-Mex
7812371/address/0	G/F, No.25 Queen_s Road East, Wan Chai
7812371/cuisine/0	Mexican
7812371/cuisine/1	Fast Food
7812371/dietary_restrictions/0	Vegetarian Friendly
7812371/location/0	Hong Kong Island
7812371/location/1	Tai Fat Hau
7825269/name/0	Little Burro
7825269/address/0	G/F, No.30 HollyWood Road, SOHO, Central
7825269/cuisine/0	Healthy
7825269/cuisine/1	Mexican
7825269/cuisine/2	Southwestern
7825269/cuisine/3	Latin
7825269/cuisine/4	Fast Food
7825269/cuisine/5	Spanish
7825269/dietary_restrictions/0	Vegetarian Friendly
7825269/location/0	Central
7825269/location/1	Central District
7825269/location/2	Hong Kong Island
7825829/name/0	BLT Burger
7825829/address/0	Shop 301 & 301A, Level 3, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon Shop 301, Level 3, Ocean Terminal
7825829/cuisine/0	American
7825829/dietary_restrictions/0	None
7825829/location/0	Tsim Sha Tsui
7825829/location/1	Kowloon
7825829/location/2	Yau Tsim Mong District
7908745/name/0	Koh Thai
7908745/address/0	Shop D, G/F, 38 Shelley Street, Central 23-27 Mosque Street, Central
7908745/cuisine/0	Thai
7908745/dietary_restrictions/0	None
7908745/location/0	Central District
7908745/location/1	Mid Levels
7908745/location/2	Hong Kong Island
7915230/name/0	Pinot Duck
7915230/address/0	Shop G07, G/F, Stanley Plaza, No.23 Carmel Road, Stanley
7915230/cuisine/0	Asian
7915230/dietary_restrictions/0	Gluten Free Options
7915230/location/0	Stanley
7915230/location/1	Hong Kong Island
7915230/location/2	Southern District
7927409/name/0	Cafe Grouchos
7927409/address/0	Shop No.4, Stanley Waterfront Mart, No.20 Stanley Market Road, Stanley
7927409/cuisine/0	Cafe
7927409/cuisine/1	Fast Food
7927409/cuisine/2	Asian
7927409/cuisine/3	Diner
7927409/cuisine/4	Beer restaurants
7927409/dietary_restrictions/0	None
7927409/location/0	Stanley
7927409/location/1	Hong Kong Island
7927409/location/2	Southern District
7940067/name/0	XOCO
7940067/address/0	Shop 2, G/F., Ryan Mansion, No.31-37 Mosque Street, Mid-Levels
7940067/cuisine/0	Mexican
7940067/dietary_restrictions/0	Vegetarian Friendly
7940067/location/0	Central District
7940067/location/1	Mid Levels
7940067/location/2	Hong Kong Island
7942391/name/0	Si Yik Cha Chan Teng
7942391/address/0	No.2 Stanley Market St, Stanley
7942391/cuisine/0	Chinese
7942391/cuisine/1	Asian
7942391/dietary_restrictions/0	None
7942391/location/0	Stanley
7942391/location/1	Hong Kong Island
7942391/location/2	Southern District
7942631/name/0	Daikiya Japanese Restaurant
7942631/address/0	No.74-78 Nathan Road, Tsim Sha Tsui 5/F, Manson House
7942631/cuisine/0	Japanese
7942631/cuisine/1	Seafood
7942631/cuisine/2	Sushi
7942631/cuisine/3	Asian
7942631/dietary_restrictions/0	None
7942631/location/0	Tsim Sha Tsui
7942631/location/1	Kowloon
7942631/location/2	Yau Tsim Mong District
7966451/name/0	Hawker 18 - Metroplaza
7966451/address/0	223 Hing Fong Road, Kwai Fong Shop 410-412, Level 4, Metroplaza
7966451/cuisine/0	Asian
7966451/cuisine/1	Singaporean
7966451/dietary_restrictions/0	None
7966451/location/0	New Territories
7966451/location/1	Kwai Tsing
7966453/name/0	Beerliner German Bar & Restaurant - Metroplaza
7966453/address/0	223 Hing Fong Road, Kwai Fong Shop 531-540, 5/F, Metroplaza
7966453/cuisine/0	German
7966453/cuisine/1	Bar
7966453/cuisine/2	Pub
7966453/dietary_restrictions/0	None
7966453/location/0	New Territories
7966453/location/1	Kwai Tsing
7966460/name/0	Berliner German Bar and Restaurant Olympian City Branch
7966460/address/0	Shop G18, Olympian City 3, 1 Hoi Wang Road Tai Kok Tsui
7966460/cuisine/0	German
7966460/cuisine/1	European
7966460/cuisine/2	Central European
7966460/dietary_restrictions/0	None
7966460/location/0	Mong Kok
7966460/location/1	Kowloon
7966460/location/2	Yau Tsim Mong District
7966475/name/0	Bigpack Cafe
7966475/address/0	No.17 Nelson Street, Mong Kok, Mong Kok Shop 215, 2/F., The Forest
7966475/cuisine/0	Italian
7966475/cuisine/1	Steakhouse
7966475/cuisine/2	German
7966475/cuisine/3	Swiss
7966475/cuisine/4	European
7966475/dietary_restrictions/0	None
7966475/location/0	Mong Kok
7966475/location/1	Kowloon
7966475/location/2	Yau Tsim Mong District
7966476/name/0	La Table French Brasserie
7966476/address/0	72 Mody Road 1/F, New World Millennium Hong Kong Hotel
7966476/cuisine/0	French
7966476/dietary_restrictions/0	Vegetarian Friendly
7966476/dietary_restrictions/1	Vegan Options
7966476/location/0	Tsim Sha Tsui
7966476/location/1	Kowloon
7966476/location/2	Yau Tsim Mong District
7966486/name/0	Myung Ga Korean Restaurant Tsim Sha Tsui Branch
7966486/address/0	Shop 2702, 27/F, iSquare, 63 Nathan Road Tsim Sha Tsui
7966486/cuisine/0	Barbecue
7966486/cuisine/1	Korean
7966486/cuisine/2	Asian
7966486/dietary_restrictions/0	None
7966486/location/0	Tsim Sha Tsui
7966486/location/1	Kowloon
7966486/location/2	Yau Tsim Mong District
7966495/name/0	Oppa Korean Restaurant Mong Kok Branch
7966495/address/0	G/F, Kin Wong Manison, 117 Sai Yee Street Mong Kok
7966495/cuisine/0	Barbecue
7966495/cuisine/1	Asian
7966495/cuisine/2	Korean
7966495/dietary_restrictions/0	None
7966495/location/0	Mong Kok
7966495/location/1	Kowloon
7966495/location/2	Yau Tsim Mong District
7966497/name/0	Takagi Yakitori
7966497/address/0	G/F, 13-15 Minden Avenue Tsim Sha Tsui
7966497/cuisine/0	Japanese
7966497/cuisine/1	Asian
7966497/dietary_restrictions/0	Vegan Options
7966497/location/0	Tsim Sha Tsui
7966497/location/1	Kowloon
7966497/location/2	Yau Tsim Mong District
7974344/name/0	Dan Ryan's Chicago Grill
7974344/address/0	Shop OT315, 3/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon
7974344/cuisine/0	American
7974344/cuisine/1	Bar
7974344/dietary_restrictions/0	Vegetarian Friendly
7974344/location/0	Tsim Sha Tsui
7974344/location/1	Kowloon
7974344/location/2	Yau Tsim Mong District
7987550/name/0	King Ludwig Beerhall
7987550/address/0	Shop 2, 2/F, Wu Chung House, No.213 Queens Road East, Wan Chai
7987550/cuisine/0	German
7987550/cuisine/1	Bar
7987550/cuisine/2	Pub
7987550/cuisine/3	European
7987550/cuisine/4	Central European
7987550/dietary_restrictions/0	None
7987550/location/0	Wan Chai / Causeway Bay
7987550/location/1	Hong Kong Island
7987550/location/2	Southorn Playground
7997656/name/0	Andy's Garage
7997656/address/0	G/F, No.14A Sun Chun Street, Tai Hang
7997656/cuisine/0	Mexican
7997656/cuisine/1	Latin
7997656/cuisine/2	Spanish
7997656/dietary_restrictions/0	None
7997656/location/0	Tai Hang
7997656/location/1	Hong Kong Island
7997669/name/0	Saravanaa Bhavan
7997669/address/0	1/F, Katharine House , 53-55 Chatham Road, Tsim Sha Tsui
7997669/cuisine/0	Indian
7997669/cuisine/1	Asian
7997669/dietary_restrictions/0	Vegetarian Friendly
7997669/dietary_restrictions/1	Vegan Options
7997669/dietary_restrictions/2	Gluten Free Options
7997669/location/0	Tsim Sha Tsui
7997669/location/1	Kowloon
7997669/location/2	Yau Tsim Mong District
7998126/name/0	Yakiniku Great
7998126/address/0	Unit 1, G/F., Manhattan Avenue, No.255 Queen's Road Central, Central
7998126/cuisine/0	Japanese
7998126/cuisine/1	Barbecue
7998126/cuisine/2	Asian
7998126/dietary_restrictions/0	None
7998126/location/0	Sheung Wan
7998126/location/1	Central District
7998126/location/2	Hong Kong Island
8028365/name/0	Mak's Noodle
8028365/address/0	G/F, No.55 Parkes Street, Jordan
8028365/cuisine/0	Asian
8028365/cuisine/1	Chinese
8028365/cuisine/2	Soups
8028365/dietary_restrictions/0	None
8028365/location/0	Jordan / Yau Ma Tei
8028365/location/1	Kowloon
8028365/location/2	Yau Tsim Mong District
8092938/name/0	Assembly
8092938/address/0	G/F, Mira Cube, No.6 Knutsford Terrace, Tsim Sha Tsui, Kowloon
8092938/cuisine/0	International
8092938/cuisine/1	Gastropub
8092938/cuisine/2	Bar
8092938/cuisine/3	Wine Bar
8092938/cuisine/4	Pub
8092938/dietary_restrictions/0	None
8092938/location/0	Tsim Sha Tsui
8092938/location/1	Kowloon
8092938/location/2	Yau Tsim Mong District
8097569/name/0	Caliente
8097569/address/0	3/F, No.6 Knutsford Terrace, Tsim Sha Tsui
8097569/cuisine/0	Mexican
8097569/cuisine/1	Latin
8097569/cuisine/2	Bar
8097569/cuisine/3	Pub
8097569/dietary_restrictions/0	Vegetarian Friendly
8097569/location/0	Tsim Sha Tsui
8097569/location/1	Kowloon
8097569/location/2	Yau Tsim Mong District
8145723/name/0	Shugetsu
8145723/address/0	G/F, No.5 Gough Street, Central
8145723/cuisine/0	Japanese
8145723/cuisine/1	Asian
8145723/dietary_restrictions/0	None
8145723/location/0	Sheung Wan
8145723/location/1	Central District
8145723/location/2	Hong Kong Island
8146197/name/0	Uptop Bistro and Bar
8146197/address/0	19/F, Popway Hotel, No.117 Chatham Road South,Tsim Sha Tsui,Kowloon
8146197/cuisine/0	Italian
8146197/cuisine/1	French
8146197/cuisine/2	American
8146197/cuisine/3	Spanish
8146197/cuisine/4	International
8146197/dietary_restrictions/0	None
8146197/location/0	Tsim Sha Tsui
8146197/location/1	Kowloon
8146197/location/2	Yau Tsim Mong District
8281353/name/0	Uncle Padak
8281353/address/0	Shop D, G/F, No.59 High Street, Western District
8281353/cuisine/0	Asian
8281353/cuisine/1	Korean
8281353/dietary_restrictions/0	None
8281353/location/0	Western (Sai Wan)
8281353/location/1	Hong Kong Island
8281353/location/2	Western District
8281481/name/0	Wing Kee Noodle
8281481/address/0	No.27A Sugar Street, Causeway Bay
8281481/cuisine/0	Chinese
8281481/cuisine/1	Asian
8281481/cuisine/2	Soups
8281481/dietary_restrictions/0	None
8281481/location/0	Wan Chai / Causeway Bay
8281481/location/1	Hong Kong Island
8309017/name/0	Shoreditch
8309017/address/0	G/F, No.18 Catchick Street, Kennedy Town, Western District
8309017/cuisine/0	British
8309017/cuisine/1	Bar
8309017/dietary_restrictions/0	None
8309017/location/0	Western (Sai Wan)
8309017/location/1	Hong Kong Island
8309017/location/2	Western District
8316856/name/0	Burger Joys
8316856/address/0	De Fenwick, No.42-50 Lockhart, Wanchai
8316856/cuisine/0	American
8316856/cuisine/1	Bar
8316856/cuisine/2	Fast Food
8316856/cuisine/3	Diner
8316856/dietary_restrictions/0	None
8316856/location/0	Wan Chai / Causeway Bay
8316856/location/1	Hong Kong Island
8316856/location/2	Tai Fat Hau
8326878/name/0	Flaming Frango
8326878/address/0	G/F Escapade, 55 Elgin Street, Soho, Central
8326878/cuisine/0	African
8326878/cuisine/1	Portuguese
8326878/cuisine/2	European
8326878/dietary_restrictions/0	None
8326878/location/0	Central
8326878/location/1	Central District
8326878/location/2	Hong Kong Island
8331073/name/0	Flame Japanese Cuisine
8331073/address/0	Shop 5&6, G/F, Wah Fung Building, No.23 Minden Avenue, Tsim Sha Tsui
8331073/cuisine/0	Japanese
8331073/cuisine/1	Seafood
8331073/dietary_restrictions/0	None
8331073/location/0	Tsim Sha Tsui
8331073/location/1	Kowloon
8331073/location/2	Yau Tsim Mong District
8353410/name/0	TRi
8353410/address/0	Shop 302, L3, The Pulse, Beach Road 28, Repulse Bay Shop 302, 3/F, Lobby C, The Pulse
8353410/cuisine/0	Asian
8353410/cuisine/1	Contemporary
8353410/cuisine/2	Indonesian
8353410/dietary_restrictions/0	Vegetarian Friendly
8353410/location/0	Bays Area
8353410/location/1	Hong Kong Island
8353410/location/2	Southern District
8353573/name/0	Scarlett Cafe & Wine Bar
8353573/address/0	G/F, 2 Austin Avenue, Tsim Sha Tsui, Kowloon
8353573/cuisine/0	French
8353573/cuisine/1	Bar
8353573/cuisine/2	European
8353573/cuisine/3	Wine Bar
8353573/dietary_restrictions/0	Vegetarian Friendly
8353573/dietary_restrictions/1	Vegan Options
8353573/dietary_restrictions/2	Gluten Free Options
8353573/location/0	Tsim Sha Tsui
8353573/location/1	Kowloon
8353573/location/2	Yau Tsim Mong District
8358018/name/0	Taco Chaca
8358018/address/0	G/F, 119 Second Street Sai Ying Pun
8358018/cuisine/0	Mexican
8358018/dietary_restrictions/0	Vegetarian Friendly
8358018/location/0	Western (Sai Wan)
8358018/location/1	Hong Kong Island
8358018/location/2	Water Street
8358018/location/3	Western District
8375911/name/0	FRITES Belgium on Tap
8375911/address/0	1/F, The Wellington, 198 Wellington Street, Central
8375911/cuisine/0	Belgian
8375911/cuisine/1	Brew Pub
8375911/cuisine/2	Bar
8375911/cuisine/3	European
8375911/cuisine/4	Pub
8375911/dietary_restrictions/0	None
8375911/location/0	Sheung Wan
8375911/location/1	Central District
8375911/location/2	Hong Kong Island
8380014/name/0	Playa de Papagayo
8380014/address/0	Shop N3, G/F, Podium Plaza, 5 Hanoi Road, Tsim Sha Tsui
8380014/cuisine/0	Bar
8380014/cuisine/1	Spanish
8380014/cuisine/2	European
8380014/dietary_restrictions/0	None
8380014/location/0	Tsim Sha Tsui
8380014/location/1	Kowloon
8380014/location/2	Yau Tsim Mong District
8384725/name/0	Peking Garden Restaurant
8384725/address/0	Shop 005, LG, Pacific Place, No.88 Queensway, Admiralty Shop 005, LG, Pacific Place, No.88 Queensway, Admiralty, Hongkong China
8384725/cuisine/0	Chinese
8384725/cuisine/1	Asian
8384725/dietary_restrictions/0	Vegetarian Friendly
8384725/dietary_restrictions/1	Gluten Free Options
8384725/location/0	Hong Kong Island
8384725/location/1	Tai Fat Hau
8388814/name/0	Ichiran
8388814/address/0	Entrance Hall on G/F & Shop B, Basement Floor, No.8 Minden Avenue, Tsim Sha Tsui Entrance Hall on G/F & Shop B, Basement Floor
8388814/cuisine/0	Japanese
8388814/cuisine/1	Asian
8388814/cuisine/2	Soups
8388814/dietary_restrictions/0	None
8388814/location/0	Tsim Sha Tsui
8388814/location/1	Kowloon
8388814/location/2	Yau Tsim Mong District
8422052/name/0	Yamaton
8422052/address/0	Shop 101-102, 1/F, Grand Plaza, No.625 & 639 Nathan Road, Mong Kok
8422052/cuisine/0	Japanese
8422052/cuisine/1	African
8422052/cuisine/2	Asian
8422052/cuisine/3	Korean
8422052/dietary_restrictions/0	None
8422052/location/0	Mong Kok
8422052/location/1	Kowloon
8422052/location/2	Yau Tsim Mong District
8422061/name/0	Noodies
8422061/address/0	Shop E, G/F, Fook Moon Building, No.56 Third Street, Sai Ying Pun, Western District
8422061/cuisine/0	Asian
8422061/cuisine/1	Soups
8422061/cuisine/2	Chinese
8422061/cuisine/3	Fast Food
8422061/dietary_restrictions/0	None
8422061/location/0	Western (Sai Wan)
8422061/location/1	Hong Kong Island
8422061/location/2	Western District
8444761/name/0	Law Mark Kee
8444761/address/0	Shop 1402, 14/F, Hysan Place, No.500 Hennessy Road, Causeway Bay
8444761/cuisine/0	Chinese
8444761/cuisine/1	Asian
8444761/cuisine/2	Cafe
8444761/dietary_restrictions/0	None
8444761/location/0	Wan Chai / Causeway Bay
8444761/location/1	Hong Kong Island
8448105/name/0	Bun Cha Vietnamese
8448105/address/0	41-49 Aberdeen Street Shop 1, UG/F King Ho Building
8448105/cuisine/0	Vietnamese
8448105/cuisine/1	Asian
8448105/dietary_restrictions/0	Vegetarian Friendly
8448105/dietary_restrictions/1	Vegan Options
8448105/location/0	Central
8448105/location/1	Mid Levels
8448105/location/2	Hong Kong Island
8448105/location/3	Central District
8497104/name/0	Yi Pai Ya
8497104/address/0	8/F, Macau Yat Yuen Centre, No.525 Hennessy Road, Causeway Bay
8497104/cuisine/0	Japanese
8497104/dietary_restrictions/0	None
8497104/location/0	Wan Chai / Causeway Bay
8497104/location/1	Hong Kong Island
8507955/name/0	Mr & Mrs Fox
8507955/address/0	23 Tong Chong Street
8507955/cuisine/0	Steakhouse
8507955/cuisine/1	Bar
8507955/cuisine/2	European
8507955/dietary_restrictions/0	Vegetarian Friendly
8507955/dietary_restrictions/1	Vegan Options
8507955/dietary_restrictions/2	Gluten Free Options
8507955/location/0	Eastern District
8507955/location/1	Hong Kong Island
8507955/location/2	Quarry Bay
8517577/name/0	Shanghai Min
8517577/address/0	No.38 Wang Chiu Road Shop No.2, L6/F, MegaBox
8517577/cuisine/0	Chinese
8517577/cuisine/1	Eastern European
8517577/cuisine/2	Armenian
8517577/dietary_restrictions/0	None
8517577/location/0	Kowloon Bay
8517577/location/1	Kowloon
8517577/location/2	Kwun Tong District
8535239/name/0	Comptoir
8535239/address/0	No.42 Forbes Street
8535239/cuisine/0	Mediterranean
8535239/cuisine/1	French
8535239/cuisine/2	European
8535239/cuisine/3	Wine Bar
8535239/dietary_restrictions/0	None
8535239/location/0	Western (Sai Wan)
8535239/location/1	Hong Kong Island
8535239/location/2	Kwun Lung
8535239/location/3	Western District
8566699/name/0	Stazione Novella
8566699/address/0	No.52-56 Staunton Street, Central
8566699/cuisine/0	Bar
8566699/cuisine/1	Italian
8566699/cuisine/2	European
8566699/cuisine/3	Pub
8566699/cuisine/4	Wine Bar
8566699/dietary_restrictions/0	Vegetarian Friendly
8566699/location/0	Central
8566699/location/1	Central District
8566699/location/2	Hong Kong Island
8594745/name/0	Sabor Spanish Touch Private Kitchen
8594745/address/0	Rm 601, 6/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan
8594745/cuisine/0	Spanish
8594745/cuisine/1	European
8594745/dietary_restrictions/0	None
8594745/location/0	Sheung Wan
8594745/location/1	Central District
8594745/location/2	Hong Kong Island
8616575/name/0	Mariners' Rest
8616575/address/0	G/F, Main Building,1881 Heritage, Hullett House, 2A Canton Road, Tsim Sha Tsui
8616575/cuisine/0	Brew Pub
8616575/cuisine/1	British
8616575/cuisine/2	Pub
8616575/dietary_restrictions/0	None
8616575/location/0	Tsim Sha Tsui
8616575/location/1	Kowloon
8616575/location/2	Yau Tsim Mong District
8626900/name/0	The Ocean by Olivier Bellin
8626900/address/0	Shop 303-304, L3, The Pulse, Beach Road 28, Repulse Bay
8626900/cuisine/0	Seafood
8626900/cuisine/1	Contemporary
8626900/dietary_restrictions/0	None
8626900/location/0	Bays Area
8626900/location/1	Hong Kong Island
8626900/location/2	Southern District
8626905/name/0	El Born
8626905/address/0	Shop D, No.58-64 Paterson Street, Fashion Walk, Causeway Bay
8626905/cuisine/0	European
8626905/cuisine/1	Spanish
8626905/cuisine/2	Bar
8626905/cuisine/3	Mediterranean
8626905/cuisine/4	Pub
8626905/dietary_restrictions/0	None
8626905/location/0	Wan Chai / Causeway Bay
8626905/location/1	Hong Kong Island
8630961/name/0	HIGE Izakaya
8630961/address/0	Shop A, G/F, Woodland House, 9A-9C Castle Road, Mid-Levels
8630961/cuisine/0	Japanese
8630961/cuisine/1	Seafood
8630961/cuisine/2	Gastropub
8630961/dietary_restrictions/0	None
8630961/location/0	Central District
8630961/location/1	Mid Levels
8630961/location/2	Hong Kong Island
8666365/name/0	Present Cafe & Bar
8666365/address/0	Shop C, No.44, Tak Ku Ling Road, Kowloon City
8666365/cuisine/0	Southwestern
8666365/cuisine/1	Bar
8666365/cuisine/2	Cafe
8666365/cuisine/3	Pub
8666365/dietary_restrictions/0	None
8666365/location/0	Kowloon City District
8666365/location/1	Kowloon
8702464/name/0	URBAN PARK
8702464/address/0	4/F, Attitude Hotel, No.20-22 Grandville Road, Tsim Sha Tsui, Kowloon MTR exit B1, walk towards The One
8702464/cuisine/0	International
8702464/cuisine/1	European
8702464/dietary_restrictions/0	None
8702464/location/0	Tsim Sha Tsui
8702464/location/1	Kowloon
8702464/location/2	Yau Tsim Mong District
8702546/name/0	The Optimist
8702546/address/0	G-2/F, 239 Hennessy Road, Wan Chai
8702546/cuisine/0	Spanish
8702546/cuisine/1	Mediterranean
8702546/cuisine/2	European
8702546/cuisine/3	Grill
8702546/dietary_restrictions/0	Vegetarian Friendly
8702546/dietary_restrictions/1	Vegan Options
8702546/dietary_restrictions/2	Gluten Free Options
8702546/location/0	Wan Chai / Causeway Bay
8702546/location/1	Hong Kong Island
8719859/name/0	Bread & Beast
8719859/address/0	G/F, No.3 Swatow Street, Wan Chai
8719859/dietary_restrictions/0	Vegan Options
8719859/dietary_restrictions/1	Vegetarian Friendly
8719859/location/0	Wan Chai / Causeway Bay
8719859/location/1	Hong Kong Island
8719859/location/2	Southorn Playground
8719926/name/0	Mui Kee Congee
8719926/address/0	Shop11-12,4/F, Fa Yuen St Market, Mong Kok
8719926/cuisine/0	Chinese
8719926/cuisine/1	Asian
8719926/dietary_restrictions/0	None
8719926/location/0	Mong Kok
8719926/location/1	Kowloon
8719926/location/2	Yau Tsim Mong District
8723570/name/0	Das Bier
8723570/address/0	No.6 Pok Man Street, Tai Kok Tsui
8723570/cuisine/0	German
8723570/dietary_restrictions/0	None
8723570/location/0	Kowloon
8723570/location/1	Yau Tsim Mong District
8757698/name/0	Kampoeng
8757698/address/0	B/F, Causeway Bay Commercial Building, 1-5 Sugar Street, Causeway Bay Basement, Causeway Bay Commercial Building,1-5 Sugar Street, Causeway Bay, HongKong
8757698/cuisine/0	Asian
8757698/cuisine/1	Indonesian
8757698/dietary_restrictions/0	None
8757698/location/0	Wan Chai / Causeway Bay
8757698/location/1	Hong Kong Island
8774759/name/0	Verde MAR
8774759/address/0	G/F, No.24 Tai Wong Street East, Wan Chai
8774759/cuisine/0	Mexican
8774759/cuisine/1	Latin
8774759/dietary_restrictions/0	Vegetarian Friendly
8774759/location/0	Wan Chai / Causeway Bay
8774759/location/1	Hong Kong Island
8774759/location/2	Southorn Playground
8779746/name/0	Hungry Korean
8779746/address/0	Shop D, G/F,Jardine Center, No.50 Jardine's Bazaar, Causeway Bay
8779746/cuisine/0	Fast Food
8779746/cuisine/1	Asian
8779746/cuisine/2	Korean
8779746/dietary_restrictions/0	None
8779746/location/0	Wan Chai / Causeway Bay
8779746/location/1	Hong Kong Island
8782356/name/0	Greenwoods Raw Cafe
8782356/address/0	13/F, No.2 Carnarvon Road, Tsim Sha Tsui
8782356/cuisine/0	International
8782356/cuisine/1	Healthy
8782356/dietary_restrictions/0	Vegetarian Friendly
8782356/location/0	Tsim Sha Tsui
8782356/location/1	Kowloon
8782356/location/2	Yau Tsim Mong District
8782393/name/0	FRITES Belgium on Tap
8782393/address/0	Shop 1, G/F, Park Haven, 38 Haven Street, Causeway Bay
8782393/cuisine/0	Brew Pub
8782393/cuisine/1	Belgian
8782393/cuisine/2	Bar
8782393/cuisine/3	European
8782393/dietary_restrictions/0	Vegan Options
8782393/location/0	Hong Kong Island
8782629/name/0	Yayakiya
8782629/address/0	Shop 10-12B, G/F, Windsor Mansion, 29-31 Chatham Road South, Tsim Sha Tsui on Hart Avenue
8782629/cuisine/0	Asian
8782629/cuisine/1	Bar
8782629/cuisine/2	Pub
8782629/dietary_restrictions/0	None
8782629/location/0	Tsim Sha Tsui
8782629/location/1	Kowloon
8782629/location/2	Yau Tsim Mong District
8786502/name/0	Summer Ice
8786502/address/0	Shop D, G/F, Full Harvest Building, No.6-18 Hau Wo Street, Kennedy Town, Western District
8786502/cuisine/0	Cafe
8786502/dietary_restrictions/0	None
8786502/location/0	Kennedy Town & Mount Davis
8786502/location/1	Western (Sai Wan)
8786502/location/2	Hong Kong Island
8786502/location/3	Western District
8790086/name/0	Istanbul Express Turkish Restaurant
8790086/address/0	G/F, No.66 Lockhard Road, Wan Chai
8790086/cuisine/0	Turkish
8790086/cuisine/1	Middle Eastern
8790086/cuisine/2	Mediterranean
